Input,Prediction,Target
solvathentraal,சொல்வவர்்்ன்்,சொல்வதென்றால்
kuzhanthaai,குழந்திய்,குழந்தாய்
veesith,வீதித்,வீசித்
nilaithaan,நிலைதான்,நிலைதான்
gardner,கர்்ோர்,கார்ட்னர்
kalviye,கல்வில்,கல்வியே
paathaiyai,பாதையை,பாதையை
karpathil,கற்பதில்,கற்பதில்
eedupattanar,ஈடுபட்ட்்்,ஈடுபட்டனா்
barron,பரர்ன்,பர்ரன்
kodaikanal,கொடைகல்,கொடைக்கானல்
khare,கரர்,காரே
paanankal,பாணங்கள்,பானங்கள்
gallon,கல்லோன்,கேலன்
larsen,ரா்்சி்,லார்சன்
thayanidhiyaagiya,தயனிதியியைய,தயாநிதியாகிய
seyalpatum,செயல்படும்,செயல்படும்
setti,செட்டி,சதி
chuttinar,சுட்டின்்்,சூட்டினர்
movers,மோவோர்்,மூவர்ஸ்
iththeevu,இத்தோவு,இத்தீவு
pakuthiyaith,பகுதியைய்,பகுதியைத்
intrith,இன்தித்,இன்றித்
pradhaesa,பிரதசச்,மத்தியப்
vaelaich,வேலைச்,வேலைச்
paliyiduthal,பலிலிட்தத்,பலியிடுதல்
chaudhary,சாதர்,சௌதரி
ibraahim,இப்ராமிம்,இப்ராகிம்
maarpai,மாற்பை,மார்பை
nigazhndhirukkume,நிகழ்ந்துக்குகுக்,நிகழ்ந்திருக்குமே
jhindal,ஜ்ன்டல்,ஜிந்தால்
vaithirukkiradhu,வைதிருக்குகு,வைத்திருக்கிறது
pidippathu,பிடிப்பது,பிடிப்பது
gaurilla,கேரிலால,கொரில்லா
cauimbatoore,கேம்ராபட்ட்,கோவை
thaniththaniyaana,தனித்தனியின,தனித்தனியான
manai,மனன்,மனை
kaarg,கார்க்,கார்க்
karuththukkalin,கருத்திக்களக்்,கருத்துக்களின்
therigiradhu,தெரிகிதது,தெரிகிறது
earpadaatha,எட்படதத,ஏற்படாத
muhammad,முமம்பட்,முஹம்மத்
provo,பிரோன்,ப்ரோவோ
inthnikalvai,இந்திகளிவைை,இந்நிகழ்வை
kaappeedu,காப்பெடு,காப்பீடு
karkhele,கர்க்ல்,கர்கேலே
vitna,வின்ன,விட்ன
kokarnesvarar,கோகர்ப்ரரரரர்,கோகர்னேஸ்வரர்
panri,பன்ரி,பன்றி
niruvappattuch,நிருவப்படுடுடு,நிறுவப்பட்டுச்
saintt,சைந்த்,செயிண்ட்
tuurbo,துரோப்,டர்போ
kuzhuvinargalukkidaiye,குழுவியத்திககககககக்,குழுவினர்களுக்கிடையே
tholuthaar,தொலுதிர்,தொழுதார்
taataa,தாடா,டாடா
kelviin,கெல்வின்,கெல்வின்
premaa,பிர்மா,பிரேமா
thamizhakaththaych,தமிழ்்தததத்,தமிழகத்தைச்
maanikkam,மானிக்கம்,மாணிக்கம்
sooraavalikal,சூரவளளளள்,சூறாவளிகள்
anant,அனந்த்,அனன்த்
kizhaar,கிழார்,கிழார்
wadhawan,வாவனான,வாதவான்
kuuttappatta,குட்டப்படடட,கூட்டப்பட்ட
seiyappattullaar,செய்யப்பட்ட்களளள்்,செய்யப்பட்டுள்ளார்
aarppaattam,ஆர்ப்படடட்ட்,ஆர்ப்பாட்டம்
kulatthirku,குளத்துக்கு,குளத்திற்கு
kadithaththil,கடித்ததில்,கடிதத்தில்
kaidhiyaaga,கைதியாக,கைதியாக
vaadiya,வாடிய,வாடிய
letin,லெட்டின்,லத்தீன்
loakiyaa,லோகியா,லோகியா
yoosiththu,யூசித்து,யோசித்து
solarkal,சொலர்கள,சோழர்கள்
tara,தரர்,தாரா
sivandhu,சிவந்து,சிவந்து
azhiththathu,அழித்தது,அழித்தது
kaidhu,குது,கைது
sheppard,ஸ்ப்பப்பட,ஷெப்பர்ட்
kulangkalum,குலங்களும்,குளங்களும்
thiruvadanai,திருவவாை,திருவாடானை
vetrtridam,வெற்றிம்்,வெற்றிடம்
peyaraal,பெயரால்,பெயரால்
mahabaleshwar,மகாலரிச்ச்,மஹாபலேஷ்வர்
piriththiyaaniyaavil,பிரித்தியியியியல்,பிரித்தியானியாவில்
talankalil,தலங்களில்,பிற
pirasanthaip,பிரச்த்்்,பிரசாந்தைப்
vachchinde,வச்சின்ட்,வச்சின்டே
anju,அஞ்சு,அஞ்சு
paniyida,பணியிட,பணியிட
aarppaattangkal,ஆர்ப்பட்ட்கககக்,ஆர்ப்பாட்டங்கள்
mcmillan,மும்மில்ன்,மேக்மில்லன்
eesal,ஈசல்,ஈசல்
ithazhaaka,இதழக்,இதழாக
moondrilirundhu,மூன்றிலுறுறும்,மூன்றிலிருந்து
seedharth,சீதர்த,சித்தார்த்
thalaivanum,தலைவனும்,தலைவனும்
urii,உரியி,யூரி
waeter,வேட்்,வாட்டர்
vazhithoantralgal,வழிந்துள்களள்,வழித்தோன்றல்கள்
varalaaratra,வரரார்,வரலாறற்ற
thaankak,தாங்கக்,தாங்கக்
gopy,கோப்ப,கோபி
itharkamaiya,இதம்காைய,இதற்கமைய
araikuuval,அரைவுவள்,அறைகூவல்
oppanthak,ஒப்பன்க்்,ஒப்பந்தக்
baabaavin,பாபாவின்,பாபாவின்
ewer,எவ்ரே,எவர்
tharavugalai,தரவுகளை,தரவுகளை
neeroadu,நீடுடு,நீரோடு
sindhanaiyai,சிந்தயையை,சிந்தனையை
chary,சர்்,சாரி
ooraga,ஓரக்,ஊரக
everett,எவரர்ட்,எவெரெட்
samanaana,சமனனன,சமனான
appadiyum,அப்படியும்,அப்படியும்
khaliq,காலி,காலிக்
koophee,கோப்ப,கோபி
muyantrapoathu,முயன்றப்பு,முயன்றபோது
vetrtritaththai,வெற்றித்தத்,வெற்றிடத்தை
nagaraththilirunthuthan,நகரத்திர்த்த்த்த்,நகரத்திலிருந்துதான்
arivippukalai,அறிபிப்பிக்க,அறிவிப்புகளை
poaga,போக்்,போக
goldain,கொல்டின்,கோல்டன்
makammathu,மகம்மது,முகம்மது
payanikalukku,பயனிகளுகுகு,பயணிகளுக்கு
appagudhi,அப்பத்த்,அப்பகுதி
thuvakkappattu,துவக்கப்படடடு,துவக்கப்பட்டு
