Input,Prediction,Target
motihari,மொட்திரிி,மோடிஹாரி
sendrullathu,சென்றுள்ளது,சென்றுள்ளது
aatchiyamaikka,வட்சியமைக்க,ஆட்சியமைக்க
solvathentraal,சொல்வதென்றால்,சொல்வதென்றால்
kuzhanthaai,சுழந்தாய்,குழந்தாய்
veesith,வீசித்,வீசித்
nilaithaan,விலைதான்,நிலைதான்
gardner,சரர்்்டர்,கார்ட்னர்
kalviye,கல்வியே,கல்வியே
paathaiyai,பாதையை,பாதையை
karpathil,கற்பதில்,கற்பதில்
eedupattanar,கடுபட்டனர்,ஈடுபட்டனா்
barron,சரரரனன்,பர்ரன்
kodaikanal,கொடைகணல்,கொடைக்கானல்
khare,சரேே,காரே
paanankal,சானங்கள்,பானங்கள்
gallon,கல்லோன்,கேலன்
larsen,சர்ஸென்,லார்சன்
thayanidhiyaagiya,வயனிதியாகிய,தயாநிதியாகிய
seyalpatum,செயல்படும்ம்,செயல்படும்
setti,செட்டி,சதி
chuttinar,குட்டினர்,சூட்டினர்
movers,டோவர்்்்,மூவர்ஸ்
iththeevu,வத்தீவு,இத்தீவு
pakuthiyaith,ககுதியைத்,பகுதியைத்
intrith,வன்றித்,இன்றித்
pradhaesa,சிரதேசச_________________,மத்தியப்
vaelaich,வேலைச்,வேலைச்
paliyiduthal,பலியிடுதல்,பலியிடுதல்
chaudhary,சாதர்்்,சௌதரி
ibraahim,பப்ராஹிம்,இப்ராகிம்
maarpai,மார்பை,மார்பை
nigazhndhirukkume,மிகழ்ந்திருக்குமே,நிகழ்ந்திருக்குமே
jhindal,சின்தல்,ஜிந்தால்
vaithirukkiradhu,வைதிருக்கிறது,வைத்திருக்கிறது
pidippathu,பிடிப்பது,பிடிப்பது
gaurilla,சாரில்லா,கொரில்லா
cauimbatoore,சாய்ம்படோர்்,கோவை
thaniththaniyaana,வனித்தனியான,தனித்தனியான
manai,மனை,மனை
kaarg,சார்க்,கார்க்
karuththukkalin,சருத்துக்களின்,கருத்துக்களின்
therigiradhu,வெரிகிறது,தெரிகிறது
earpadaatha,கற்படாத,ஏற்படாத
muhammad,முஹம்மாட்,முஹம்மத்
provo,பிரோவோ,ப்ரோவோ
inthnikalvai,வந்நிகள்வை,இந்நிகழ்வை
kaappeedu,சாப்பீடு,காப்பீடு
karkhele,சர்க்்ேேே,கர்கேலே
vitna,மிட்னா__________________,விட்ன
kokarnesvarar,சொகர்னேஸ்வரர்,கோகர்னேஸ்வரர்
panri,பனன்ரி,பன்றி
niruvappattuch,விருவப்பட்டுச்,நிறுவப்பட்டுச்
saintt,கைந்்்்்,செயிண்ட்
tuurbo,மூர்போ,டர்போ
kuzhuvinargalukkidaiye,குழுவினர்களுக்கிடை,குழுவினர்களுக்கிடையே
tholuthaar,வொலுதார்,தொழுதார்
taataa,தாடா,டாடா
kelviin,கெல்வின்,கெல்வின்
premaa,ஹிரேமா,பிரேமா
thamizhakaththaych,வமிழகத்தய்ச்,தமிழகத்தைச்
maanikkam,தானிக்கம்,மாணிக்கம்
sooraavalikal,சூராவலிகள்,சூறாவளிகள்
anant,டனந்்்,அனன்த்
kizhaar,சிழார்,கிழார்
wadhawan,பததான்்_________________,வாதவான்
kuuttappatta,குட்டப்பட்ட,கூட்டப்பட்ட
seiyappattullaar,செய்யப்பட்டுள்ளார்,செய்யப்பட்டுள்ளார்
aarppaattam,வர்ப்பாட்டம்,ஆர்ப்பாட்டம்
kulatthirku,குளத்திற்கு,குளத்திற்கு
kadithaththil,கடிதத்தில்,கடிதத்தில்
kaidhiyaaga,கைதியாக,கைதியாக
vaadiya,வாடிய,வாடிய
letin,செட்டின்,லத்தீன்
loakiyaa,சோகியா,லோகியா
yoosiththu,சூசித்து,யோசித்து
solarkal,சொலர்கள்,சோழர்கள்
tara,மரர,தாரா
sivandhu,சிவந்து,சிவந்து
azhiththathu,வழித்தது,அழித்தது
kaidhu,கைது,கைது
sheppard,செப்பர்்்்்_____________,ஷெப்பர்ட்
kulangkalum,குலங்களும்,குளங்களும்
thiruvadanai,விருவடனை,திருவாடானை
vetrtridam,வெற்றிடம்,வெற்றிடம்
peyaraal,பெயராள்,பெயரால்
mahabaleshwar,வாாபலே்்வர்,மஹாபலேஷ்வர்
piriththiyaaniyaavil,கிரித்தியானியாவில்,பிரித்தியானியாவில்
talankalil,மலங்களில்,பிற
pirasanthaip,பிரசந்தைப்,பிரசாந்தைப்
vachchinde,மச்சின்டே,வச்சின்டே
anju,பஞ்சு,அஞ்சு
paniyida,பணியிட,பணியிட
aarppaattangkal,வர்ப்பாட்டங்கள்,ஆர்ப்பாட்டங்கள்
mcmillan,பேக்மில்லனன்____________,மேக்மில்லன்
eesal,சசல்,ஈசல்
ithazhaaka,வதழாக,இதழாக
moondrilirundhu,வூன்றிலிருந்து,மூன்றிலிருந்து
seedharth,சீதர்த்,சித்தார்த்
thalaivanum,வலைவனும்,தலைவனும்
urii,சரியி,யூரி
waeter,டேட்ரர,வாட்டர்
vazhithoantralgal,வழிதோன்றல்கள்,வழித்தோன்றல்கள்
varalaaratra,மரலாரர்ற,வரலாறற்ற
thaankak,தாங்கக்,தாங்கக்
gopy,சோப்பி,கோபி
itharkamaiya,வதற்கமைய,இதற்கமைய
araikuuval,அறைகுவல்,அறைகூவல்
oppanthak,பப்பந்தக்,ஒப்பந்தக்
baabaavin,சாபாவின்,பாபாவின்
ewer,சவேர்,எவர்
tharavugalai,வரவுகளை,தரவுகளை
neeroadu,மீரோடு,நீரோடு
sindhanaiyai,சிந்தனையை,சிந்தனையை
chary,சரர்்,சாரி
ooraga,பரக,ஊரக
everett,சவேரேட்ட,எவெரெட்
samanaana,சமனான,சமனான
appadiyum,அப்படியும்,அப்படியும்
khaliq,சலிக்,காலிக்
koophee,சோபீ,கோபி
